user_id,variant,subject_line,send_time,device,region,opened,clicked,converted,spam_flag,unsubscribed
91,B,Limited Time,2025-07-01 11:00:00,mobile,Tier-1,0,0,0,0,0
92,C,New Arrivals,2025-07-01 20:00:00,desktop,Tier-3,1,0,0,0,0
93,B,Limited Time,2025-07-01 05:00:00,desktop,Tier-2,0,0,0,0,0
94,C,Just For You,2025-07-01 12:00:00,desktop,Tier-2,0,0,0,0,0
95,A,Just For You,2025-07-01 11:00:00,mobile,Tier-2,0,0,0,0,0
96,A,Just For You,2025-07-01 12:00:00,mobile,Tier-2,0,0,0,0,0
97,A,Just For You,2025-07-01 17:00:00,mobile,Tier-2,0,0,0,0,0
98,C,Just For You,2025-07-01 01:00:00,mobile,Tier-2,0,0,0,0,0
99,D,Sale 🔥,2025-07-01 19:00:00,tablet,Tier-1,0,0,0,0,0
100,B,New Arrivals,2025-07-01 02:00:00,desktop,Tier-2,0,0,0,0,0
101,C,Sale 🔥,2025-07-01 02:00:00,desktop,Tier-1,0,0,0,0,0
102,C,New Arrivals,2025-07-01 01:00:00,mobile,Tier-3,0,0,0,0,0
103,B,Just For You,2025-07-01 02:00:00,mobile,Tier-1,0,0,0,0,0
104,B,Limited Time,2025-07-01 08:00:00,mobile,Tier-1,0,0,0,0,0
105,D,Limited Time,2025-07-01 19:00:00,desktop,Tier-1,1,1,0,0,0
106,A,New Arrivals,2025-07-01 02:00:00,desktop,Tier-3,1,0,0,0,0
107,D,Sale 🔥,2025-07-01 16:00:00,desktop,Tier-1,0,0,0,0,0
108,C,Limited Time,2025-07-01 12:00:00,mobile,Tier-2,1,0,0,0,0
109,C,Just For You,2025-07-01 16:00:00,mobile,Tier-3,0,0,0,0,0
110,C,Sale 🔥,2025-07-01 22:00:00,desktop,Tier-1,0,0,0,0,0
111,C,Sale 🔥,2025-07-01 06:00:00,mobile,Tier-2,1,1,0,0,0
112,D,New Arrivals,2025-07-01 22:00:00,desktop,Tier-1,0,0,0,0,0
113,D,Limited Time,2025-07-01 01:00:00,desktop,Tier-1,0,0,0,0,0
114,C,Sale 🔥,2025-07-01 03:00:00,mobile,Tier-3,0,0,0,0,0
115,A,Limited Time,2025-07-01 14:00:00,desktop,Tier-2,0,0,0,0,0
116,A,Limited Time,2025-07-01 10:00:00,mobile,Tier-1,1,0,0,0,0
117,A,New Arrivals,2025-07-01 07:00:00,mobile,Tier-1,0,0,0,0,0
118,C,Just For You,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
119,D,New Arrivals,2025-07-01 20:00:00,desktop,Tier-2,0,0,0,0,0
120,A,Limited Time,2025-07-01 21:00:00,mobile,Tier-2,1,0,0,0,0
121,D,Sale 🔥,2025-07-01 21:00:00,mobile,Tier-2,0,0,0,0,0
122,D,Sale 🔥,2025-07-01 21:00:00,desktop,Tier-2,0,0,0,0,0
123,C,New Arrivals,2025-07-01 03:00:00,tablet,Tier-1,0,0,0,0,0
124,C,Just For You,2025-07-01 21:00:00,desktop,Tier-2,0,0,0,0,0
125,B,Limited Time,2025-07-01 07:00:00,tablet,Tier-2,0,0,0,0,0
126,C,Limited Time,2025-07-01 15:00:00,desktop,Tier-2,0,0,0,0,0
127,B,Just For You,2025-07-01 00:00:00,mobile,Tier-2,0,0,0,0,0
128,C,New Arrivals,2025-07-01 18:00:00,mobile,Tier-1,1,0,0,0,0
129,C,Limited Time,2025-07-01 18:00:00,desktop,Tier-1,0,0,0,0,0
130,D,Sale 🔥,2025-07-01 22:00:00,desktop,Tier-2,0,0,0,0,0
131,D,Limited Time,2025-07-01 23:00:00,desktop,Tier-1,0,0,0,0,0
132,D,Just For You,2025-07-01 20:00:00,desktop,Tier-2,0,0,0,0,0
133,A,Sale 🔥,2025-07-01 21:00:00,desktop,Tier-2,0,0,0,0,0
134,C,Just For You,2025-07-01 11:00:00,mobile,Tier-1,0,0,0,0,0
135,C,New Arrivals,2025-07-01 00:00:00,desktop,Tier-1,1,0,0,0,0
136,A,Just For You,2025-07-01 18:00:00,tablet,Tier-1,0,0,0,0,0
137,B,Limited Time,2025-07-01 07:00:00,tablet,Tier-2,0,0,0,0,0
138,A,Just For You,2025-07-01 11:00:00,mobile,Tier-1,0,0,0,0,0
139,A,New Arrivals,2025-07-01 13:00:00,desktop,Tier-3,0,0,0,0,0
140,A,Sale 🔥,2025-07-01 06:00:00,mobile,Tier-3,0,0,0,0,0
141,B,Limited Time,2025-07-01 08:00:00,tablet,Tier-2,0,0,0,0,0
142,B,Just For You,2025-07-01 09:00:00,desktop,Tier-2,0,0,0,0,0
143,B,Limited Time,2025-07-01 02:00:00,desktop,Tier-3,0,0,0,0,0
144,C,Limited Time,2025-07-01 09:00:00,desktop,Tier-1,0,0,0,0,0
145,D,Just For You,2025-07-01 10:00:00,mobile,Tier-2,0,0,0,0,0
146,D,Sale 🔥,2025-07-01 19:00:00,desktop,Tier-2,1,0,0,0,0
147,B,Sale 🔥,2025-07-01 15:00:00,mobile,Tier-2,0,0,0,0,0
148,B,Sale 🔥,2025-07-01 14:00:00,mobile,Tier-1,0,0,0,0,0
149,B,Sale 🔥,2025-07-01 00:00:00,mobile,Tier-2,0,0,0,0,0
150,A,Limited Time,2025-07-01 17:00:00,mobile,Tier-2,0,0,0,0,0
151,B,Just For You,2025-07-01 00:00:00,tablet,Tier-1,0,0,0,0,0
152,D,New Arrivals,2025-07-01 04:00:00,desktop,Tier-2,1,0,0,0,0
153,A,New Arrivals,2025-07-01 21:00:00,mobile,Tier-1,0,0,0,0,0
154,A,New Arrivals,2025-07-01 00:00:00,desktop,Tier-3,0,0,0,0,0
155,C,Limited Time,2025-07-01 23:00:00,mobile,Tier-2,0,0,0,0,0
156,B,Limited Time,2025-07-01 15:00:00,tablet,Tier-3,0,0,0,0,0
157,A,Just For You,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
158,D,Limited Time,2025-07-01 00:00:00,mobile,Tier-2,0,0,0,0,0
159,B,New Arrivals,2025-07-01 15:00:00,desktop,Tier-1,0,0,0,0,0
160,B,New Arrivals,2025-07-01 02:00:00,desktop,Tier-1,0,0,0,0,0
161,A,Sale 🔥,2025-07-01 15:00:00,mobile,Tier-2,0,0,0,0,0
162,C,New Arrivals,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
163,D,Limited Time,2025-07-01 14:00:00,mobile,Tier-3,0,0,0,0,0
164,A,Limited Time,2025-07-01 20:00:00,desktop,Tier-3,0,0,0,0,0
165,A,Sale 🔥,2025-07-01 03:00:00,mobile,Tier-2,0,0,0,0,0
166,A,Limited Time,2025-07-01 13:00:00,mobile,Tier-1,0,0,0,0,0
167,D,Just For You,2025-07-01 13:00:00,desktop,Tier-1,0,0,0,0,0
168,D,New Arrivals,2025-07-01 07:00:00,desktop,Tier-1,0,0,0,0,0
169,A,Sale 🔥,2025-07-01 05:00:00,mobile,Tier-2,0,0,0,0,0
170,C,Limited Time,2025-07-01 06:00:00,mobile,Tier-2,0,0,0,0,0
171,C,Limited Time,2025-07-01 06:00:00,mobile,Tier-1,0,0,0,0,0
172,A,New Arrivals,2025-07-01 01:00:00,mobile,Tier-2,0,0,0,0,0
173,D,Limited Time,2025-07-01 01:00:00,desktop,Tier-1,0,0,0,0,0
174,A,New Arrivals,2025-07-01 21:00:00,desktop,Tier-2,0,0,0,0,0
175,B,New Arrivals,2025-07-01 22:00:00,desktop,Tier-2,1,1,0,0,0
176,C,New Arrivals,2025-07-01 04:00:00,mobile,Tier-3,0,0,0,0,0
177,C,Just For You,2025-07-01 06:00:00,desktop,Tier-2,0,0,0,0,0
178,D,Limited Time,2025-07-01 05:00:00,desktop,Tier-3,0,0,0,0,0
179,A,New Arrivals,2025-07-01 12:00:00,mobile,Tier-2,0,0,0,0,0
180,C,Just For You,2025-07-01 21:00:00,mobile,Tier-1,0,0,0,0,0
181,A,New Arrivals,2025-07-01 10:00:00,mobile,Tier-1,0,0,0,0,0
182,A,Limited Time,2025-07-01 22:00:00,desktop,Tier-1,1,0,0,0,0
183,D,New Arrivals,2025-07-01 15:00:00,mobile,Tier-2,0,0,0,0,0
184,C,Just For You,2025-07-01 03:00:00,desktop,Tier-1,1,0,0,0,0
185,C,New Arrivals,2025-07-01 17:00:00,mobile,Tier-2,0,0,0,0,0
186,C,Just For You,2025-07-01 05:00:00,mobile,Tier-2,1,0,0,0,0
187,A,Sale 🔥,2025-07-01 08:00:00,mobile,Tier-2,0,0,0,0,0
188,D,Limited Time,2025-07-01 18:00:00,mobile,Tier-1,0,0,0,0,0
189,C,Sale 🔥,2025-07-01 11:00:00,mobile,Tier-2,0,0,0,0,0
190,C,New Arrivals,2025-07-01 11:00:00,mobile,Tier-2,1,0,0,0,0
191,C,Just For You,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
192,C,Sale 🔥,2025-07-01 05:00:00,mobile,Tier-3,0,0,0,0,0
193,D,Just For You,2025-07-01 23:00:00,mobile,Tier-2,1,0,0,0,0
194,D,Limited Time,2025-07-01 23:00:00,mobile,Tier-3,0,0,0,0,0
195,A,Sale 🔥,2025-07-01 02:00:00,mobile,Tier-1,0,0,0,0,0
196,D,Sale 🔥,2025-07-01 14:00:00,mobile,Tier-1,0,0,0,0,0
197,D,Sale 🔥,2025-07-01 21:00:00,mobile,Tier-2,0,0,0,0,0
198,B,Just For You,2025-07-01 06:00:00,desktop,Tier-1,0,0,0,0,0
199,B,New Arrivals,2025-07-01 15:00:00,desktop,Tier-2,0,0,0,0,0
200,D,Just For You,2025-07-01 19:00:00,tablet,Tier-2,0,0,0,0,0
201,B,Limited Time,2025-07-01 09:00:00,mobile,Tier-1,1,1,1,0,0
202,A,Just For You,2025-07-01 13:00:00,desktop,Tier-1,0,0,0,0,0
203,C,Sale 🔥,2025-07-01 13:00:00,mobile,Tier-1,1,0,0,0,0
204,C,Sale 🔥,2025-07-01 06:00:00,mobile,Tier-1,0,0,0,0,0
205,B,Limited Time,2025-07-01 21:00:00,mobile,Tier-2,0,0,0,0,0
206,C,Just For You,2025-07-01 09:00:00,mobile,Tier-1,1,1,0,0,0
207,B,Limited Time,2025-07-01 23:00:00,mobile,Tier-2,0,0,0,0,0
208,A,Just For You,2025-07-01 15:00:00,mobile,Tier-1,0,0,0,0,0
209,C,New Arrivals,2025-07-01 04:00:00,mobile,Tier-2,0,0,0,0,0
210,C,Just For You,2025-07-01 08:00:00,tablet,Tier-2,0,0,0,0,0
211,D,Limited Time,2025-07-01 16:00:00,desktop,Tier-1,0,0,0,0,0
212,B,Sale 🔥,2025-07-01 12:00:00,desktop,Tier-1,0,0,0,0,0
213,B,Just For You,2025-07-01 04:00:00,desktop,Tier-2,0,0,0,0,0
214,A,Limited Time,2025-07-01 06:00:00,tablet,Tier-3,0,0,0,0,0
215,D,Limited Time,2025-07-01 07:00:00,mobile,Tier-3,0,0,0,0,0
216,B,Just For You,2025-07-01 12:00:00,mobile,Tier-1,0,0,0,0,0
217,C,Limited Time,2025-07-01 00:00:00,desktop,Tier-1,0,0,0,0,0
218,C,Sale 🔥,2025-07-01 05:00:00,tablet,Tier-1,0,0,0,0,0
219,A,New Arrivals,2025-07-01 02:00:00,desktop,Tier-3,0,0,0,0,0
220,C,Limited Time,2025-07-01 12:00:00,desktop,Tier-3,0,0,0,0,0
221,C,Sale 🔥,2025-07-01 18:00:00,mobile,Tier-1,0,0,0,0,0
222,C,Sale 🔥,2025-07-01 13:00:00,mobile,Tier-2,0,0,0,0,0
223,D,Sale 🔥,2025-07-01 19:00:00,desktop,Tier-2,0,0,0,0,0
224,C,Sale 🔥,2025-07-01 00:00:00,mobile,Tier-3,0,0,0,0,0
225,D,Limited Time,2025-07-01 18:00:00,mobile,Tier-2,0,0,0,0,0
226,C,Just For You,2025-07-01 13:00:00,tablet,Tier-1,1,1,0,0,0
227,B,New Arrivals,2025-07-01 09:00:00,desktop,Tier-1,0,0,0,0,0
228,A,Just For You,2025-07-01 00:00:00,mobile,Tier-3,0,0,0,0,0
229,D,Sale 🔥,2025-07-01 01:00:00,mobile,Tier-1,0,0,0,0,0
230,B,Just For You,2025-07-01 11:00:00,desktop,Tier-1,0,0,0,0,0
231,B,Sale 🔥,2025-07-01 18:00:00,mobile,Tier-2,0,0,0,0,0
232,A,Limited Time,2025-07-01 04:00:00,mobile,Tier-2,0,0,0,0,0
233,C,Sale 🔥,2025-07-01 11:00:00,desktop,Tier-3,1,1,0,0,0
234,C,Sale 🔥,2025-07-01 10:00:00,desktop,Tier-1,0,0,0,0,0
235,C,Limited Time,2025-07-01 11:00:00,mobile,Tier-2,0,0,0,0,0
236,C,Sale 🔥,2025-07-01 02:00:00,mobile,Tier-2,1,1,0,0,0
237,D,Sale 🔥,2025-07-01 08:00:00,desktop,Tier-1,0,0,0,0,0
238,D,Limited Time,2025-07-01 06:00:00,mobile,Tier-1,0,0,0,0,0
239,D,Sale 🔥,2025-07-01 04:00:00,mobile,Tier-3,0,0,0,0,0
240,C,Limited Time,2025-07-01 09:00:00,mobile,Tier-1,0,0,0,0,0
241,B,New Arrivals,2025-07-01 05:00:00,desktop,Tier-3,1,0,0,0,0
242,C,Just For You,2025-07-01 07:00:00,desktop,Tier-1,0,0,0,0,0
243,C,New Arrivals,2025-07-01 11:00:00,desktop,Tier-3,0,0,0,0,0
244,C,Just For You,2025-07-01 06:00:00,desktop,Tier-2,1,1,1,0,0
245,C,Just For You,2025-07-01 13:00:00,desktop,Tier-2,1,1,0,0,0
246,D,Just For You,2025-07-01 21:00:00,desktop,Tier-2,0,0,0,0,0
247,D,Limited Time,2025-07-01 06:00:00,mobile,Tier-3,0,0,0,0,0
248,B,Sale 🔥,2025-07-01 02:00:00,mobile,Tier-2,0,0,0,0,0
249,D,Just For You,2025-07-01 17:00:00,mobile,Tier-1,0,0,0,0,0
250,D,Sale 🔥,2025-07-01 05:00:00,desktop,Tier-2,0,0,0,0,0
251,C,Sale 🔥,2025-07-01 03:00:00,desktop,Tier-2,0,0,0,0,0
252,B,Just For You,2025-07-01 01:00:00,mobile,Tier-1,0,0,0,0,0
253,B,Limited Time,2025-07-01 19:00:00,mobile,Tier-3,1,0,0,0,0
254,C,Sale 🔥,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
255,C,New Arrivals,2025-07-01 18:00:00,mobile,Tier-3,0,0,0,0,0
256,B,Sale 🔥,2025-07-01 04:00:00,mobile,Tier-3,0,0,0,0,0
257,A,Just For You,2025-07-01 13:00:00,mobile,Tier-1,0,0,0,0,0
258,A,Just For You,2025-07-01 11:00:00,mobile,Tier-2,1,0,0,0,0
259,A,Just For You,2025-07-01 01:00:00,mobile,Tier-1,0,0,0,0,0
260,A,Limited Time,2025-07-01 18:00:00,mobile,Tier-2,0,0,0,0,0
261,B,Sale 🔥,2025-07-01 08:00:00,desktop,Tier-2,0,0,0,0,0
262,A,New Arrivals,2025-07-01 13:00:00,mobile,Tier-2,0,0,0,0,0
263,B,Limited Time,2025-07-01 02:00:00,desktop,Tier-2,0,0,0,0,0
264,D,New Arrivals,2025-07-01 21:00:00,desktop,Tier-1,0,0,0,0,0
265,C,Just For You,2025-07-01 11:00:00,mobile,Tier-1,0,0,0,0,0
266,D,Just For You,2025-07-01 10:00:00,tablet,Tier-1,1,1,1,0,0
267,B,Sale 🔥,2025-07-01 06:00:00,mobile,Tier-1,1,0,0,0,0
268,B,Limited Time,2025-07-01 22:00:00,desktop,Tier-2,0,0,0,0,0
269,D,New Arrivals,2025-07-01 14:00:00,desktop,Tier-2,0,0,0,0,0
270,D,New Arrivals,2025-07-01 15:00:00,desktop,Tier-2,0,0,0,0,0
271,D,Just For You,2025-07-01 18:00:00,mobile,Tier-2,0,0,0,0,0
272,C,Sale 🔥,2025-07-01 17:00:00,desktop,Tier-3,0,0,0,0,0
273,B,New Arrivals,2025-07-01 22:00:00,desktop,Tier-1,0,0,0,0,0
274,B,Limited Time,2025-07-01 04:00:00,mobile,Tier-3,0,0,0,0,0
275,D,Sale 🔥,2025-07-01 10:00:00,mobile,Tier-1,0,0,0,0,0
276,B,Sale 🔥,2025-07-01 07:00:00,mobile,Tier-3,0,0,0,0,0
277,B,Just For You,2025-07-01 08:00:00,mobile,Tier-2,0,0,0,0,0
278,C,Just For You,2025-07-01 11:00:00,desktop,Tier-1,0,0,0,0,0
279,B,Limited Time,2025-07-01 18:00:00,tablet,Tier-1,0,0,0,0,0
280,B,Limited Time,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
281,B,Just For You,2025-07-01 13:00:00,desktop,Tier-2,0,0,0,0,0
282,C,Limited Time,2025-07-01 00:00:00,mobile,Tier-1,1,0,0,0,0
283,B,New Arrivals,2025-07-01 15:00:00,desktop,Tier-3,0,0,0,0,0
284,D,Just For You,2025-07-01 17:00:00,desktop,Tier-2,0,0,0,0,0
285,B,Just For You,2025-07-01 15:00:00,desktop,Tier-2,0,0,0,0,0
286,A,New Arrivals,2025-07-01 03:00:00,mobile,Tier-2,0,0,0,0,0
287,A,Limited Time,2025-07-01 04:00:00,desktop,Tier-2,0,0,0,0,0
288,A,Just For You,2025-07-01 16:00:00,mobile,Tier-1,0,0,0,0,0
289,A,New Arrivals,2025-07-01 17:00:00,mobile,Tier-2,1,0,0,0,0
290,D,Sale 🔥,2025-07-01 18:00:00,desktop,Tier-1,1,0,0,0,0
291,B,Sale 🔥,2025-07-01 19:00:00,mobile,Tier-2,0,0,0,0,0
292,B,Sale 🔥,2025-07-01 04:00:00,desktop,Tier-2,0,0,0,0,0
293,D,Sale 🔥,2025-07-01 22:00:00,mobile,Tier-1,0,0,0,0,0
294,B,New Arrivals,2025-07-01 18:00:00,mobile,Tier-1,0,0,0,0,0
295,C,Sale 🔥,2025-07-01 11:00:00,mobile,Tier-2,1,0,0,1,0
296,C,Sale 🔥,2025-07-01 13:00:00,mobile,Tier-2,0,0,0,0,0
297,C,New Arrivals,2025-07-01 11:00:00,desktop,Tier-1,0,0,0,0,0
298,A,Just For You,2025-07-01 22:00:00,mobile,Tier-2,0,0,0,0,0
299,A,Limited Time,2025-07-01 05:00:00,mobile,Tier-3,0,0,0,0,0
300,A,New Arrivals,2025-07-01 18:00:00,desktop,Tier-1,0,0,0,0,0
301,A,Limited Time,2025-07-01 01:00:00,mobile,Tier-1,0,0,0,0,0
302,C,Limited Time,2025-07-01 08:00:00,mobile,Tier-1,0,0,0,0,0
303,D,New Arrivals,2025-07-01 07:00:00,mobile,Tier-1,0,0,0,0,0
304,D,Sale 🔥,2025-07-01 04:00:00,mobile,Tier-2,0,0,0,0,0
305,C,Limited Time,2025-07-01 06:00:00,mobile,Tier-1,0,0,0,0,0
306,B,Limited Time,2025-07-01 16:00:00,mobile,Tier-2,0,0,0,0,0
307,A,Sale 🔥,2025-07-01 09:00:00,desktop,Tier-1,0,0,0,0,0
308,C,New Arrivals,2025-07-01 14:00:00,desktop,Tier-2,0,0,0,0,0
309,C,Limited Time,2025-07-01 00:00:00,mobile,Tier-3,0,0,0,0,0
310,C,Sale 🔥,2025-07-01 21:00:00,mobile,Tier-1,0,0,0,0,0
311,A,Limited Time,2025-07-01 21:00:00,mobile,Tier-1,0,0,0,0,0
312,B,New Arrivals,2025-07-01 00:00:00,mobile,Tier-2,0,0,0,0,0
313,A,Sale 🔥,2025-07-01 03:00:00,mobile,Tier-2,0,0,0,0,0
314,B,Limited Time,2025-07-01 01:00:00,mobile,Tier-2,0,0,0,0,0
315,C,New Arrivals,2025-07-01 10:00:00,desktop,Tier-1,0,0,0,0,0
316,A,Just For You,2025-07-01 05:00:00,desktop,Tier-1,0,0,0,0,0
317,C,Sale 🔥,2025-07-01 06:00:00,mobile,Tier-2,0,0,0,0,0
318,B,Just For You,2025-07-01 15:00:00,mobile,Tier-3,0,0,0,0,0
319,D,Limited Time,2025-07-01 13:00:00,mobile,Tier-2,0,0,0,0,0
